09/03/2025 07:45:46 Epoch 103/200 summary:  loss_train=0.53388,  acc_train=99.20%,  loss_val=0.33,  acc_val=91.39% (best: 91.39% @ epoch 103)
09/03/2025 07:46:42 Epoch 104/200 summary:  loss_train=0.53042,  acc_train=99.32%,  loss_val=0.33,  acc_val=91.46% (best: 91.46% @ epoch 104)
09/03/2025 07:47:37 Epoch 105/200 summary:  loss_train=0.52837,  acc_train=99.39%,  loss_val=0.33,  acc_val=91.39% (best: 91.46% @ epoch 104)
09/03/2025 07:48:33 Epoch 106/200 summary:  loss_train=0.52717,  acc_train=99.46%,  loss_val=0.33,  acc_val=91.66% (best: 91.66% @ epoch 106)
09/03/2025 07:49:29 Epoch 107/200 summary:  loss_train=0.52545,  acc_train=99.54%,  loss_val=0.33,  acc_val=91.72% (best: 91.72% @ epoch 107)
09/03/2025 07:50:25 Epoch 108/200 summary:  loss_train=0.52418,  acc_train=99.54%,  loss_val=0.33,  acc_val=91.55% (best: 91.72% @ epoch 107)
09/03/2025 07:51:20 Epoch 109/200 summary:  loss_train=0.52362,  acc_train=99.51%,  loss_val=0.33,  acc_val=91.48% (best: 91.72% @ epoch 107)
09/03/2025 07:52:16 Epoch 110/200 summary:  loss_train=0.52236,  acc_train=99.62%,  loss_val=0.33,  acc_val=91.65% (best: 91.72% @ epoch 107)
09/03/2025 07:53:12 Epoch 111/200 summary:  loss_train=0.52158,  acc_train=99.67%,  loss_val=0.33,  acc_val=91.58% (best: 91.72% @ epoch 107)
09/03/2025 07:54:09 Epoch 112/200 summary:  loss_train=0.52064,  acc_train=99.68%,  loss_val=0.33,  acc_val=91.58% (best: 91.72% @ epoch 107)
09/03/2025 07:55:05 Epoch 113/200 summary:  loss_train=0.52040,  acc_train=99.68%,  loss_val=0.33,  acc_val=91.73% (best: 91.73% @ epoch 113)
09/03/2025 07:56:01 Epoch 114/200 summary:  loss_train=0.51956,  acc_train=99.71%,  loss_val=0.33,  acc_val=91.81% (best: 91.81% @ epoch 114)
09/03/2025 07:56:57 Epoch 115/200 summary:  loss_train=0.51909,  acc_train=99.75%,  loss_val=0.33,  acc_val=91.81% (best: 91.81% @ epoch 114)
09/03/2025 07:57:54 Epoch 116/200 summary:  loss_train=0.51814,  acc_train=99.79%,  loss_val=0.33,  acc_val=91.85% (best: 91.85% @ epoch 116)
09/03/2025 07:58:49 Epoch 117/200 summary:  loss_train=0.51866,  acc_train=99.76%,  loss_val=0.33,  acc_val=91.76% (best: 91.85% @ epoch 116)
09/03/2025 07:59:45 Epoch 118/200 summary:  loss_train=0.51766,  acc_train=99.74%,  loss_val=0.33,  acc_val=91.65% (best: 91.85% @ epoch 116)
09/03/2025 08:00:41 Epoch 119/200 summary:  loss_train=0.51724,  acc_train=99.78%,  loss_val=0.33,  acc_val=91.68% (best: 91.85% @ epoch 116)
09/03/2025 08:01:37 Epoch 120/200 summary:  loss_train=0.51729,  acc_train=99.77%,  loss_val=0.33,  acc_val=91.70% (best: 91.85% @ epoch 116)
09/03/2025 08:02:33 Epoch 121/200 summary:  loss_train=0.51658,  acc_train=99.78%,  loss_val=0.33,  acc_val=91.71% (best: 91.85% @ epoch 116)
09/03/2025 08:03:30 Epoch 122/200 summary:  loss_train=0.51610,  acc_train=99.82%,  loss_val=0.33,  acc_val=91.69% (best: 91.85% @ epoch 116)
09/03/2025 08:04:26 Epoch 123/200 summary:  loss_train=0.51596,  acc_train=99.83%,  loss_val=0.33,  acc_val=91.75% (best: 91.85% @ epoch 116)
09/03/2025 08:05:22 Epoch 124/200 summary:  loss_train=0.51542,  acc_train=99.84%,  loss_val=0.33,  acc_val=91.78% (best: 91.85% @ epoch 116)
09/03/2025 08:06:18 Epoch 125/200 summary:  loss_train=0.51540,  acc_train=99.85%,  loss_val=0.33,  acc_val=91.81% (best: 91.85% @ epoch 116)
09/03/2025 08:07:14 Epoch 126/200 summary:  loss_train=0.51540,  acc_train=99.83%,  loss_val=0.33,  acc_val=91.75% (best: 91.85% @ epoch 116)
09/03/2025 08:08:10 Epoch 127/200 summary:  loss_train=0.51511,  acc_train=99.84%,  loss_val=0.33,  acc_val=91.79% (best: 91.85% @ epoch 116)
09/03/2025 08:09:06 Epoch 128/200 summary:  loss_train=0.51458,  acc_train=99.86%,  loss_val=0.33,  acc_val=91.75% (best: 91.85% @ epoch 116)
09/03/2025 08:10:02 Epoch 129/200 summary:  loss_train=0.51459,  acc_train=99.85%,  loss_val=0.33,  acc_val=91.79% (best: 91.85% @ epoch 116)
09/03/2025 08:10:58 Epoch 130/200 summary:  loss_train=0.51466,  acc_train=99.83%,  loss_val=0.34,  acc_val=91.68% (best: 91.85% @ epoch 116)
09/03/2025 08:11:53 Epoch 131/200 summary:  loss_train=0.51401,  acc_train=99.87%,  loss_val=0.33,  acc_val=91.77% (best: 91.85% @ epoch 116)
09/03/2025 08:12:49 Epoch 132/200 summary:  loss_train=0.51353,  acc_train=99.88%,  loss_val=0.34,  acc_val=91.68% (best: 91.85% @ epoch 116)
09/03/2025 08:13:45 Epoch 133/200 summary:  loss_train=0.51380,  acc_train=99.85%,  loss_val=0.33,  acc_val=91.82% (best: 91.85% @ epoch 116)
09/03/2025 08:14:41 Epoch 134/200 summary:  loss_train=0.51385,  acc_train=99.87%,  loss_val=0.33,  acc_val=91.74% (best: 91.85% @ epoch 116)
09/03/2025 08:15:38 Epoch 135/200 summary:  loss_train=0.51329,  acc_train=99.87%,  loss_val=0.33,  acc_val=91.92% (best: 91.92% @ epoch 135)
09/03/2025 08:16:34 Epoch 136/200 summary:  loss_train=0.51327,  acc_train=99.87%,  loss_val=0.33,  acc_val=91.71% (best: 91.92% @ epoch 135)
09/03/2025 08:17:30 Epoch 137/200 summary:  loss_train=0.51261,  acc_train=99.90%,  loss_val=0.33,  acc_val=91.70% (best: 91.92% @ epoch 135)
09/03/2025 08:18:26 Epoch 138/200 summary:  loss_train=0.51264,  acc_train=99.90%,  loss_val=0.33,  acc_val=91.88% (best: 91.92% @ epoch 135)
09/03/2025 08:19:22 Epoch 139/200 summary:  loss_train=0.51272,  acc_train=99.89%,  loss_val=0.33,  acc_val=91.89% (best: 91.92% @ epoch 135)
09/03/2025 08:20:19 Epoch 140/200 summary:  loss_train=0.51225,  acc_train=99.88%,  loss_val=0.33,  acc_val=91.71% (best: 91.92% @ epoch 135)
09/03/2025 08:21:15 Epoch 141/200 summary:  loss_train=0.51226,  acc_train=99.91%,  loss_val=0.34,  acc_val=91.81% (best: 91.92% @ epoch 135)
09/03/2025 08:22:11 Epoch 142/200 summary:  loss_train=0.51189,  acc_train=99.91%,  loss_val=0.33,  acc_val=91.80% (best: 91.92% @ epoch 135)
09/03/2025 08:23:07 Epoch 143/200 summary:  loss_train=0.51202,  acc_train=99.91%,  loss_val=0.33,  acc_val=91.76% (best: 91.92% @ epoch 135)
